,Name,Reviews,Rating
7638,Flipkart Customer,SuperbbbREAD MORE,5
7639,Kumar  Saurabh,Very nice product ..READ MORE,5
7640,Aryan Pandit,Excellent 👌READ MORE,5
7641,Flipkart Customer,Exilent productREAD MORE,4
7642,Shishir Singh,Its a must buy watch. You will not regret.Cost with feature justify and beat the competition.READ MORE,5
7643,sangram  swain,Awesome productsREAD MORE,4
7644,Saurabh Rathore,"The watch is one of the best among its type, no doubt about it. It is very light, cool ergonomic design, nice Interface and absolute value for money. Even the app is very easy to understand so the navigation between phone and the app is very smooth. I really enjoy it and it's my fitness partner now onwards.READ MORE",5
7645,Hanmant Jadhav,Overall nice product with good featuresREAD MORE,4
7646,Flipkart Customer,NiceREAD MORE,5
7647,Sharad Chavan,Super amazing smartwatchIt has a good display of 1.7 inches.Many features at such an affordable price.Really love it.READ MORE,5
7648,Flipkart Customer,Nice productREAD MORE,5
7649,Flipkart Customer,GoodREAD MORE,4
7650,Vinod Yadav,Product is good for the price but dial is small not for thick wrists.READ MORE,3
7651,Flipkart Customer,It's good but not too goodREAD MORE,3
7652,Govind Somsetwar,Overall A decent ProductREAD MORE,4
7653,Tushar  Singh,Good productREAD MORE,5
7654,Shashikala Mishra,Its an amazing watch....I would happily recommend it to watch lovers!READ MORE,4
7655,Ishu Pawar,Best watch in good priceREAD MORE,
7656,shefali  chokshi,I would consider it a basic model. As there is no call function or one can't reply texts. However loved the water resistant part. Not much heavy on pocket comparatively. The BP and Heart rate monitoring is impressively accurate.READ MORE,4
7657,Flipkart Customer,Nice  productREAD MORE,4
7658,Ritesh  Patel,Very  poor  qualityREAD MORE,
7659,Pawnika  Aswal,It's great product dealREAD MORE,5
7660,Nitin Rathod,Nice watchREAD MORE,5
7661,APSARA SHAIK,Good and samrt watchREAD MORE,5
7662,KESHAV CHODHRY,"Battery backup is very good. I didnt use it much for blood pressure and heart rate but once we charged it fully, it lasts for 7-8 days. Design is very good, strap is also very good. Value for money product.READ MORE",5
7663,D Srinivas  Kumar,Nice product.value for money.READ MORE,4
7664,sneha swati,Nice productREAD MORE,5
7665,Aastha Jain,Product is as good as it can be. Features are pleasing. You get unlimited number of layouts on the app to apply as your watch face. You can even edit and add your own pictures as the home screen. Charging is exceptionally awesome. Build and strapquality are very nice...better then many others you'll find onlineREAD MORE,5
7666,Aniket Ekka,Watch is quite good.look is sexy but i think it should also have music controlREAD MORE,3
7667,SREENIVASULU K,Minimum price and maximum featuresREAD MORE,5
7668,DEVENDRA  CHAUHAN ,Nice productREAD MORE,5
7669,Sarthak Thakore,"Don't buy it worst product , display and battery is to worst and difference in colour .READ MORE",
7670,Hari  Haran,Wonderful watchREAD MORE,5
7671,... ...,Very Nice watchREAD MORE,5
7672,Flipkart Customer,"It is a very good watch, if you want to buy then buy it soon, you will not get a good watch from anywhere else.READ MORE",5
7673,Atul Gupta,Value for money.battery back is good but charging takes lot of timeREAD MORE,4
7674,Flipkart Customer,Display is very small but every thing is okayREAD MORE,4
7675,tarush goel,"Value of money, nice colour, connect with mobile easily,READ MORE",5
7676,Venkat H Ashish,Superb!READ MORE,5
7677,Ajay Mistry,"Design is perfect make your app more featured, there is no specific mode for workout, no basic controls like declining calls and silent phone when phone is ringing, no music control, make your message tray scroll able. Rest value for money and good build qualityREAD MORE",4
7678,vinayak Thorat,I am using since 3 days all sensors work good overall watch is good but actual screen size is small need to add good watch faces in appREAD MORE,4
7679,Karabi Bania,Good product l like itREAD MORE,4
7680,Abhishek  Jain ,"It was very good product to use as watch as fitness product. I will definitely recommend my friends before buying any fitness smartwatch to fire boltt smartwatch. Product quality is superb, functions given in this product is also very much updated from other market productsREAD MORE",5
7681,Karan Khatwani,GoodREAD MORE,5
7682,Flipkart Customer,Very good product.I like itREAD MORE,5
7683,Vinod Meena,Small dial but ok.READ MORE,4
7684,Parijat Assam,I really like it.READ MORE,5
7685,RAHUL KUMAR,Display is not goodREAD MORE,
7686,Karan  Karira,Nice product. I like it. Best in segment. Amazing sound and superb design. Excellent features and good performance.READ MORE,5
7687,E.Santhosh Reddy,Lot of options are missing when compared to other smart watchesREAD MORE,
7688,shaik Mohammed,Superb smartwatch. Cheaper than many other smartwatches with many features.READ MORE,5
7689,Amit R,eco friendly smart watch . It has most of the features which we need in a smart watchREAD MORE,5
7690,Jayesh Ramshng Gohil,Bad producatREAD MORE,
7691,RABINDRA YADAV,best productsREAD MORE,4
7692,Kunal,"Its a great watch with super amazing display,spo2 function, heart rate tracker. No other brand has all these at such an affordable price. This watch has been loaded with amazing features and I am very much satisfied by using it. In short, it is a very great product packed with good features.READ MORE",5
7693,Twinkle  Rathore,"I am very fond of smartwatch and hence was exploring and found this amazing watch with so much of specifications in such a reasonable price,i am really amazed by the watch,just go for it.READ MORE",5
7694,Ranjan Rk,"The product quality of this smart watch is very good and its look is also good,this watch got fully charged in few hours, i got this product on time. Must buyREAD MORE",5
7695,Namrata  Singh ,Totally satisfiedREAD MORE,5
7696,Abhishek Singh,Great watch at this price rangeREAD MORE,5
7697,Amar kumar Behera,Very goodREAD MORE,5
7698,Halim Shah,Very small sizeREAD MORE,
7699,RAVI PASULA,Reasonable price good productREAD MORE,5
7700,Debabrata Mohanty,"Perfect Fitness Smart Watch. I got exactly same as I was looking for.Excellent Large Square Display, Metal Body, Dual Menu UI, 7-Day Data Storage, 8 Sports Mode and many more.Blood Oxygen Levels, heart rate detection almost accurate like a fitness tracker. Value for money.READ MORE",5
7701,Madan K,"Lovely stylish watch at good price, gorgeous watch as describe, arrived promptly before time, well packed, happy with my purchase, you won't find a better watch than this at this price, well made watch, you won't be disappointed.READ MORE",5
7702,Tanvi Sune,This smart watch by FireBoltt is super amazing....I' m continuously using this since I hav received it and have not faced any issues till nowREAD MORE,5
7703,Jithin  Varghese,Good product 👍READ MORE,3
7704,Sudhansu Sekhar Pradhan,Good👍READ MORE,4
7705,Flipkart Customer,Nice product quality nice🙂🙂🙂READ MORE,4
7706,Harsimran Singh ,Worth product it's look is Very attractive and battery backup is good it tracks the steps very accurtalyREAD MORE,5
7707,Vijai  Kumar ,"Good product in the budget, touchscreen works well. Lack call control function. Overall nice smartwatch.READ MORE",4
7708,Rajni Dutt,amazing product.READ MORE,5
7709,Priyanka Jariwala,The smart watch is amazing with very attractive and bright screen. Watch gets connected very fast and very easy to use. The app is also simple and user friendly. Heart rate sensor and spo2 working perfectly fine. Happy with the watchREAD MORE,5
7710,Aditya kumar Mishra,"This smart wrist watch quality is so good, it's have so many features, connectivity is so fast and smoothly work, it's give good battery backup.READ MORE",5
7711,Ayushi Roy,Good and all in one smart watch. Design very cool. Bright display. Best activity tracking. Amazing product in this Price range.READ MORE,5
7712,Nimai Roy,I most like it's display and activity tracking system. It's very cool and comfortable. I love itREAD MORE,5
7713,chinku,"I got this nice watch for my brother as I hope he could get on an even healthier lifestyle.He have been really liking this watch so far.Battery life is brilliant and charge time is super quick.he charged the watch for 2 hours and it is fully charged, been on walks/runs 1 week and watch is still at 40 present.READ MORE",5
7714,Arpan Roy,Good quality mind-blowing design. Also cool while using . Best of market. Go for it.READ MORE,5
7715,Ankit Singh,Watch is good in this price rangeREAD MORE,4
7716,Rishabh Sharma,Best watch I have ever hadJust loved the quality of this productComfortable to wearBeautiful in lookREAD MORE,5
7717,Alwin  Sebastian ,NYC watchREAD MORE,5
7718,Raghu,"Good Smartwatch, same as shown in the pic, sensors working good.READ MORE",5
7719,Jyotiranjan  Nanda,It has a smart design and good look... it has a magnificent  battery capacity and display is so good.. using from some days it works really great..READ MORE,5
7720,Prashant Kumar,Nice smart watch... value for money.. first thing it’s supported iOS .. I am so happy for thatREAD MORE,5
7721,Tarun kumar,"Awesome product, does not betray at any point, also has motion sensors meaning when you move up your hand to see the time the screen automatically lights up which is a really coolREAD MORE",5
7722,Jyothi Swaroop Gaddipati,"Best smart watch in budget ,activity tracking is wonderfulREAD MORE",4
7723,Abhilash Kumar,Awesome package in lowest priceREAD MORE,5
7724,Sid,"Awesome product, does not betray at any point, Absolutely loved this and highly recommend this. You wouldn't be disappointedREAD MORE",5
7725,Prakash kumar  Singh,Good qualityREAD MORE,4
7726,Flipkart Customer,The best product Worth for moneyREAD MORE,5
7727,Kumar Ankit,"I have used many different brands before, however this one by far is the best. It is good looking with all the featuresyou would love to have. The best part is the battery which has adequate capacity. The price is competitive.READ MORE",5
7728,Flipkart Customer,Osm productREAD MORE,5
7729,Papon Roy,Its just nice and beautiful as usual..READ MORE,4
7730,HARDIK VYAS,Really nice looking smart watch. Enabled with so many features. The quality looks really niceREAD MORE,5
7731,DEEKSHA Kotyan,Stylish watch at low price.It is good to see many features at affordable price.READ MORE,5
7732,Asmita  Customer,Quite good ...READ MORE,3
7733,Ganesh Sonwane,NiceREAD MORE,5
7734,R K,Is the bad productREAD MORE,3
7735,Golu Singh,Amazing quality smart watch. You will get many unique function in this watch. It's too comfortable in using. I really liked the finishing of the watch.READ MORE,5
7736,Kriti Mishra,The display and Design quality is amazing and thus it is best under this segment and True value for moneyREAD MORE,5
7737,Rooban,Good product at a decent pricing..READ MORE,4
7738,Veenu Garg,Nice smart watch... value for money.. This is a feature ladden smartwatch just rightly priced above the fitness bands.Happy with the purchase.READ MORE,5
7739,GROWHOOK Customer,Nice smart watch... value for money.. first thing it’s supported iOS .. I am so happy for that ... one thing I need more strap so need help form support engineer’sREAD MORE,5
7740,Illusion  ...,Touch response is great.  Battery life and charging speed is very good.  Display quality also impressive. Lightweight smartwatch.READ MORE,5
7741,Raj Kumar M,Good Product Value For MoneyREAD MORE,5
7742,Ravi Sahu,Looking goodREAD MORE,5
7743,Ayush Sharma,The charging speed is truly amazing and the features are also amazing and affordable tooREAD MORE,5
7744,shiva kumar,OkayREAD MORE,5
7745,Suman Roy,Awesome watchBest build qualityLong lastingHighly recommended to buyREAD MORE,5
7746,Manisha,Amazing 5 days battery life and HD touchscreen display. Tracking activity are good enough with touch to wake up feature.READ MORE,5
7747,Ramu Meena,Amazing smartwatch with amazing features. Super bright display with amazing colours. I loved this smartwatch.READ MORE,5
7748,Debabrata Swain,Very poor qualityREAD MORE,
7749,Mayank,Battery of this product is very bad it did nt last full dayREAD MORE,3
7750,Shikhar Jindal,Good quality watchGood battery backup Light weightLooking awesomeBetter than everyoneREAD MORE,5
7751,Dasrath Singh,Best quality watch with full touch function. Glossy finish with good looking watch don't wait just go any buy really good one.READ MORE,5
7752,Sagar Bande,Best displayBest featuresBest priceOverall value buyREAD MORE,5
7753,Ashish Kumar,"AMAZING, I TOOK IT FOR MY YOUNGER BROTHERS SO THEY ARE ENJOYING IT.READ MORE",4
7754,Soni  Singh,The watch comes with a motion sensor so you can see the time automatically when you move your hand. Syncing is very good. Heart rate accuracy and sp02 accuracy is excellent. Does the job very well and easy to use.READ MORE,5
7755,Mohini Kumari,ontime delivery and synchronization and working of the watch is awesome. Call and all other notifications are working without any delayREAD MORE,5
7756,Ashutosh Kumar,Value for money the display is also very nice tracks activity very perfectly value for moneyREAD MORE,5
7757,Chetna Shah,Watch is excellent the quality is very good the touch response is very fast and looks very dashingREAD MORE,5
7758,Savitri Devi,"The quality of watch is so good, it's connect with Bluetooth quickly, display quality is very good, battery backup also good, this watch is so helpful for me.READ MORE",5
7759,Sailaja Grandhe,Awesome productREAD MORE,5
7760,Mushtaq,"I am very much impressed with the design of the watch.Comes with lots of features like Heart Rate, SpO2, sleep time,call and sms notifications etc.. Touch is working good and loved the different faces.Battery backup is quite good.Gives accurate information and worth buying..READ MORE",5
7761,Suman,The best thing I found is battery backup and function both gives a very high support to this watchREAD MORE,5
7762,"Neelam ,","Nice watch, display clearly, design very goodREAD MORE",5
7763,Pawan Kumar,Best and all rounder the fitting is also very perfect and the accuracy is also very niceREAD MORE,5
7764,Nove R,Love the look and feel watch and the price point. Has a very good battery life and the screen is clearly visible. It does support SPO2 reading and is inline with pulse oximeter to a larger extent. The look and feel and the overall usage was pretty great. Batter lasted for 10+ days and it feels light on hand.READ MORE,5
7765,Snehal Patil,Best smartwatch in terms of the battery life and has got 7 different modes in it that touch screen of it is very smooth overall good experienceREAD MORE,5
7766,Virat Singh,Good quality products fully saticfy.READ MORE,4
7767,Flipkart Customer,Awesome band true for valueREAD MORE,5
7768,Vaanya Punia,"I just loved this smart watch, I am too impressed with it. It has great looks. The touch is quite responsive. The features are great. It has SPO2, heart rate and blood pressure monitoring. My brother is very happy with this.READ MORE",5
7769,Rihu Jain,"I have been using this for more than a day now and so far I am impressed . I loved the color and model , it looks pretty goodREAD MORE",5
